Vgene	clone_id	Isotype	Sample	Time	Min_num
IGHV4-NL_22	1776895	IgM	data-IgM	70	100
IGHV4-NL_10	507534	IgM	data-IgM	70	100
IGHV3-152	1317714	IgM	data-IgM	70	100
IGHV4-149	1905839	IgM	data-IgM	70	100
IGHV4-117	1774272	IgM	data-IgM	70	100
IGHV3-NL_19	2051155	IgM	data-IgM	70	100
IGHV4-NL_28	1224405	IgM	data-IgM	70	100
IGHV4-NL_25	504512	IgM	data-IgM	70	100
IGHV4-NL_3	1152669	IgM	data-IgM	70	100
IGHV4-93	1298090	IgM	data-IgM	70	100
IGHV4-149	1347849	IgM	data-IgM	70	100
IGHV3-NL_1	320750	IgM	data-IgM	70	100
IGHV4-NL_3	1112283	IgM	data-IgM	70	100
IGHV3-187	1211273	IgM	data-IgM	70	100
IGHV4-NL_12	51194	IgM	data-IgM	70	100
IGHV4-117	2148957	IgM	data-IgM	70	100
IGHV3-36	2014813	IgM	data-IgM	70	100
IGHV3-NL_10	1286945	IgM	data-IgM	70	100
IGHV4-NL_4	1937791	IgM	data-IgM	70	100
IGHV4-NL_10	750681	IgM	data-IgM	70	100
IGHV3-52	1859268	IgM	data-IgM	70	100
IGHV4-NL_16	1145243	IgM	data-IgM	71	100
IGHV4-NL_25	505031	IgM	data-IgM	71	100
IGHV3-187	1947627	IgM	data-IgM	71	100
IGHV4-NL_3	1130577	IgM	data-IgM	71	100
IGHV3-88	201651	IgM	data-IgM	71	100
IGHV4-149	1300157	IgM	data-IgM	71	100
IGHV3-88	1127847	IgM	data-IgM	71	100
IGHV2-69	2084671	IgM	data-IgM	71	100
IGHV4-144	2270407	IgM	data-IgM	71	100
IGHV4-NL_10	1229688	IgM	data-IgM	71	100
IGHV4-NL_10	173491	IgM	data-IgM	71	100
IGHV4-NL_3	1133000	IgM	data-IgM	71	100
IGHV4-NL_22	446434	IgM	data-IgM	71	100
IGHV4-NL_10	572125	IgM	data-IgM	71	100
IGHV3-NL_19	368271	IgM	data-IgM	71	100
IGHV4-144	1667720	IgM	data-IgM	71	100
IGHV4-144	1834145	IgM	data-IgM	71	100
IGHV4-144	445410	IgM	data-IgM	71	100
IGHV4-NL_10	968028	IgM	data-IgM	71	100
IGHV4-NL_3	54942	IgM	data-IgM	71	100
IGHV4-NL_29	666359	IgM	data-IgM	71	100
IGHV1-138	1496764	IgM	data-IgM	71	100
IGHV4-NL_4	1169306	IgM	data-IgM	71	100
IGHV4-NL_10	1689260	IgM	data-IgM	71	100
IGHV3-128	1368668	IgM	data-IgM	71	100
IGHV3-122	2110129	IgM	data-IgM	71	100
IGHV4-NL_29	1213465	IgM	data-IgM	71	100
IGHV4-149	1351143	IgM	data-IgM	71	100
IGHV4-144	1859085	IgM	data-IgM	71	100
IGHV3-88	134719	IgM	data-IgM	71	100
IGHV4-149	1351142	IgM	data-IgM	71	100
IGHV3-94	411986	IgM	data-IgM	71	100
IGHV1-138	485024	IgM	data-IgM	71	100
IGHV4-NL_3	1793484	IgM	data-IgM	71	100
IGHV4-NL_16	300076	IgM	data-IgM	71	100
IGHV4-150	1233546	IgM	data-IgM	71	100
IGHV4-NL_33	987647	IgM	data-IgM	71	100
IGHV3-88	1485560	IgM	data-IgM	71	100
IGHV4-149	1351140	IgM	data-IgM	71	100
IGHV4-NL_3	546864	IgM	data-IgM	71	100
IGHV4-NL_28	706683	IgM	data-IgM	71	100
IGHV4-149	1258272	IgM	data-IgM	71	100
IGHV4-NL_29	1016653	IgM	data-IgM	71	100
IGHV4-NL_28	719307	IgM	data-IgM	71	100
IGHV1-138	1526048	IgM	data-IgM	71	100
IGHV4-NL_3	790443	IgM	data-IgM	71	100
IGHV3-NL_19	257022	IgM	data-IgM	71	100
IGHV4-NL_29	1023610	IgM	data-IgM	71	100
IGHV4-144	1040532	IgM	data-IgM	71	100
IGHV4-NL_3	1130590	IgM	data-IgM	71	100
IGHV4-NL_29	311474	IgM	data-IgM	71	100
IGHV4-NL_3	717459	IgM	data-IgM	71	100
IGHV3-NL_19	111130	IgM	data-IgM	71	100
IGHV4-67	279515	IgM	data-IgM	71	100
IGHV4-NL_3	1130457	IgM	data-IgM	71	100
IGHV4-NL_33	2007534	IgM	data-IgM	71	100
IGHV3-NL_17	2250882	IgM	data-IgM	71	100
IGHV4-NL_1	1853136	IgM	data-IgM	71	100
IGHV4-149	1351141	IgM	data-IgM	71	100
IGHV4-NL_13	2408114	IgM	data-IgM	71	100
IGHV4-NL_3	2301572	IgM	data-IgM	71	100
IGHV3-5	327785	IgM	data-IgM	71	100
IGHV4-NL_27	2058615	IgM	data-IgM	71	100
IGHV4-NL_1	1122573	IgM	data-IgM	71	100
IGHV3-187	602865	IgM	data-IgM	71	100
IGHV4-NL_22	702121	IgM	data-IgM	71	100
IGHV4-144	1040582	IgM	data-IgM	71	100
IGHV4-NL_10	521255	IgM	data-IgM	71	100
IGHV4-NL_28	1523118	IgM	data-IgM	71	100
IGHV3-88	919121	IgM	data-IgM	71	100
IGHV4-117	2066108	IgM	data-IgM	71	100
IGHV4-NL_3	1744592	IgM	data-IgM	71	100
IGHV4-149	1347849	IgM	data-IgM	71	100
IGHV3-NL_9	1355896	IgM	data-IgM	71	100
IGHV4-NL_1	682296	IgM	data-IgM	71	100
IGHV4-NL_29	1071166	IgM	data-IgM	71	100
IGHV3-187	1416490	IgM	data-IgM	71	100
IGHV4-NL_28	938599	IgM	data-IgM	71	100
IGHV4-NL_22	519551	IgM	data-IgM	71	100
IGHV4-NL_21	1808792	IgM	data-IgM	71	100
IGHV3-NL_17	652893	IgM	data-IgM	71	100
IGHV4-NL_4	1763566	IgM	data-IgM	71	100
IGHV3-NL_17	304791	IgM	data-IgM	71	100
IGHV4-NL_3	1514802	IgM	data-IgM	71	100
IGHV4-NL_4	1169294	IgM	data-IgM	71	100
IGHV4-144	2420499	IgM	data-IgM	71	100
IGHV3-88	1757086	IgM	data-IgM	71	100
IGHV4-149	1422113	IgM	data-IgM	71	100
IGHV2-69	531146	IgM	data-IgM	71	100
IGHV3-52	2118702	IgM	data-IgM	71	100
IGHV4-NL_22	1777288	IgM	data-IgM	71	100
IGHV4-149	1124104	IgM	data-IgM	71	100
IGHV4-NL_12	1045119	IgM	data-IgM	71	100
IGHV4-144	385329	IgM	data-IgM	71	100
IGHV4-NL_36	535241	IgM	data-IgM	71	100
IGHV4-NL_29	716215	IgM	data-IgM	71	100
IGHV3-NL_10	1286945	IgM	data-IgM	71	100
IGHV4-93	1501156	IgM	data-IgM	71	100
IGHV4-144	2376086	IgM	data-IgM	71	100
IGHV3-52	903782	IgM	data-IgM	71	100
IGHV4-NL_13	2409908	IgM	data-IgM	72	100
IGHV4-149	2378280	IgM	data-IgM	72	100
IGHV4-NL_29	1016932	IgM	data-IgM	72	100
IGHV4-NL_33	1394186	IgM	data-IgM	72	100
IGHV4-NL_10	1604608	IgM	data-IgM	72	100
IGHV4-NL_21	1035343	IgM	data-IgM	72	100
IGHV4-NL_1	329445	IgM	data-IgM	72	100
IGHV4-NL_10	1916563	IgM	data-IgM	72	100
IGHV4-NL_1	1992552	IgM	data-IgM	72	100
IGHV4-NL_3	54782	IgM	data-IgM	72	100
IGHV4-NL_4	323468	IgM	data-IgM	72	100
IGHV4-NL_3	2249881	IgM	data-IgM	72	100
IGHV4-NL_9	699486	IgM	data-IgM	72	100
IGHV4-149	1124107	IgM	data-IgM	72	100
IGHV3-187	1966015	IgM	data-IgM	72	100
IGHV4-NL_29	1614437	IgM	data-IgM	72	100
IGHV4-150	1233546	IgM	data-IgM	72	100
IGHV4-144	1246227	IgM	data-IgM	72	100
IGHV4-NL_10	1215519	IgM	data-IgM	72	100
IGHV4-NL_4	1763566	IgM	data-IgM	72	100
IGHV4-144	2304021	IgM	data-IgM	72	100
IGHV4-NL_27	1272693	IgM	data-IgM	72	100
IGHV4-NL_33	987647	IgM	data-IgM	72	100
IGHV3-187	1066359	IgM	data-IgM	72	100
IGHV4-NL_3	718003	IgM	data-IgM	72	100
IGHV4-NL_28	1846975	IgM	data-IgM	72	100
IGHV4-NL_10	1143450	IgM	data-IgM	72	100
IGHV4-NL_5	1299231	IgM	data-IgM	72	100
IGHV4-NL_10	521255	IgM	data-IgM	72	100
IGHV4-NL_29	1751355	IgM	data-IgM	72	100
IGHV4-NL_10	521958	IgM	data-IgM	72	100
IGHV3-NL_17	654517	IgM	data-IgM	72	100
IGHV4-NL_29	705413	IgM	data-IgM	72	100
IGHV4-NL_3	1112272	IgM	data-IgM	72	100
IGHV3-NL_19	1359394	IgM	data-IgM	72	100
IGHV4-NL_27	2186553	IgM	data-IgM	72	100
IGHV4-NL_3	546865	IgM	data-IgM	72	100
IGHV3-NL_17	2239961	IgM	data-IgM	72	100
IGHV4-117	713123	IgM	data-IgM	72	100
IGHV4-117	1527431	IgM	data-IgM	72	100
IGHV4-NL_25	2124446	IgM	data-IgM	72	100
IGHV4-NL_33	992729	IgM	data-IgM	72	100
IGHV4-117	1362535	IgM	data-IgM	72	100
IGHV4-NL_10	1689548	IgM	data-IgM	72	100
IGHV4-NL_3	258204	IgM	data-IgM	72	100
IGHV4-NL_22	610285	IgM	data-IgM	72	100
IGHV4-NL_1	682687	IgM	data-IgM	72	100
IGHV3-187	651096	IgM	data-IgM	72	100
IGHV4-NL_1	682296	IgM	data-IgM	72	100
IGHV3-187	1211273	IgM	data-IgM	72	100
IGHV4-NL_10	1941991	IgM	data-IgM	72	100
IGHV4-NL_28	708945	IgM	data-IgM	72	100
IGHV2-69	531146	IgM	data-IgM	72	100
IGHV4-NL_3	1055038	IgM	data-IgM	72	100
IGHV4-NL_3	790443	IgM	data-IgM	72	100
IGHV4-NL_10	569327	IgM	data-IgM	72	100
IGHV4-117	1896973	IgM	data-IgM	72	100
IGHV4-NL_36	1797070	IgM	data-IgM	72	100
IGHV4-NL_25	1706440	IgM	data-IgM	72	100
IGHV3-177	63834	IgM	data-IgM	72	100
IGHV4-NL_13	2408114	IgM	data-IgM	72	100
IGHV4-NL_27	22791	IgM	data-IgM	72	100
IGHV4-NL_13	1477165	IgM	data-IgM	72	100
IGHV4-NL_12	2238498	IgM	data-IgM	72	100
IGHV4-149	893605	IgM	data-IgM	72	100
IGHV3-NL_10	308483	IgM	data-IgM	72	100
IGHV3-NL_17	562759	IgM	data-IgM	72	100
IGHV4-NL_16	1837975	IgM	data-IgM	72	100
IGHV4-NL_10	750681	IgM	data-IgM	72	100
IGHV4-NL_10	521957	IgM	data-IgM	72	100
IGHV3-52	903782	IgM	data-IgM	72	100
IGHV4-NL_13	1951914	IgM	data-IgM	72	100
IGHV2-69	566013	IgM	data-IgM	72	100
IGHV3-73	1470812	IgM	data-IgM	72	100
IGHV4-NL_9	2082623	IgM	data-IgM	72	100
IGHV4-NL_28	77666	IgM	data-IgM	72	100
IGHV4-149	1351141	IgM	data-IgM	72	100
IGHV3-36	3371	IgM	data-IgM	72	100
IGHV3-NL_18	526	IgM	data-IgM	72	100
IGHV4-NL_21	2035442	IgM	data-IgM	72	100
IGHV4-NL_28	1523118	IgM	data-IgM	72	100
IGHV4-NL_28	77314	IgM	data-IgM	72	100
IGHV4-NL_25	146699	IgM	data-IgM	72	100
IGHV4-NL_3	2293841	IgM	data-IgM	72	100
IGHV4-93	609095	IgM	data-IgM	72	100
IGHV4-NL_28	77371	IgM	data-IgM	72	100
IGHV4-117	1364187	IgM	data-IgM	72	100
IGHV3-NL_17	654625	IgM	data-IgM	72	100
IGHV4-149	1351142	IgM	data-IgM	72	100
IGHV3-NL_17	318190	IgM	data-IgM	72	100
IGHV4-117	1774272	IgM	data-IgM	72	100
IGHV3-NL_10	371903	IgM	data-IgM	72	100
IGHV4-NL_4	1937791	IgM	data-IgM	72	100
IGHV3-9	36871	IgM	data-IgM	72	100
IGHV4-149	1786705	IgM	data-IgM	72	100
IGHV4-NL_4	673953	IgM	data-IgM	72	100
IGHV4-NL_28	1889601	IgM	data-IgM	72	100
IGHV4-NL_21	1421415	IgM	data-IgM	72	100
IGHV4-149	893495	IgM	data-IgM	72	100
IGHV4-NL_10	260702	IgM	data-IgM	72	100
IGHV4-NL_28	1172658	IgM	data-IgM	73	100
IGHV4-NL_4	1934283	IgM	data-IgM	73	100
IGHV4-NL_33	992758	IgM	data-IgM	73	100
IGHV4-NL_10	1916563	IgM	data-IgM	73	100
IGHV4-117	1609477	IgM	data-IgM	73	100
IGHV4-NL_3	1841563	IgM	data-IgM	73	100
IGHV4-NL_22	1678669	IgM	data-IgM	73	100
IGHV4-NL_29	2233711	IgM	data-IgM	73	100
IGHV4-117	713123	IgM	data-IgM	73	100
IGHV4-NL_12	163056	IgM	data-IgM	73	100
IGHV4-NL_4	541748	IgM	data-IgM	73	100
IGHV4-NL_9	2082623	IgM	data-IgM	73	100
IGHV3-9	36377	IgM	data-IgM	73	100
IGHV4-NL_36	802758	IgM	data-IgM	73	100
IGHV3-94	411986	IgM	data-IgM	73	100
IGHV4-NL_28	706683	IgM	data-IgM	73	100
IGHV3-NL_10	1948163	IgM	data-IgM	73	100
IGHV4-NL_10	521958	IgM	data-IgM	73	100
IGHV4-NL_12	1387812	IgM	data-IgM	73	100
IGHV4-NL_10	1689260	IgM	data-IgM	73	100
IGHV4-93	2144848	IgM	data-IgM	73	100
IGHV4-NL_25	1717762	IgM	data-IgM	73	100
IGHV4-NL_3	1744593	IgM	data-IgM	73	100
IGHV3-NL_11	2235562	IgM	data-IgM	73	100
IGHV4-NL_13	2408114	IgM	data-IgM	73	100
IGHV4-NL_10	1143450	IgM	data-IgM	73	100
IGHV3-88	2167169	IgM	data-IgM	73	100
IGHV3-88	74392	IgM	data-IgM	73	100
IGHV4-149	2379033	IgM	data-IgM	73	100
IGHV4-117	798522	IgM	data-IgM	73	100
IGHV4-NL_33	992729	IgM	data-IgM	73	100
IGHV4-NL_3	1133001	IgM	data-IgM	73	100
IGHV4-NL_29	1071166	IgM	data-IgM	73	100
IGHV4-144	1040582	IgM	data-IgM	73	100
IGHV4-NL_36	2258019	IgM	data-IgM	73	100
IGHV4-NL_25	1173377	IgM	data-IgM	73	100
IGHV4-144	1596541	IgM	data-IgM	73	100
IGHV4-NL_1	1322209	IgM	data-IgM	73	100
IGHV4-NL_3	2249881	IgM	data-IgM	73	100
IGHV4-NL_16	2431833	IgM	data-IgM	73	100
IGHV3-88	1442260	IgM	data-IgM	73	100
IGHV4-NL_3	1055038	IgM	data-IgM	73	100
IGHV4-NL_25	1487456	IgM	data-IgM	73	100
IGHV4-NL_28	997186	IgM	data-IgM	73	100
IGHV1-105	1814623	IgM	data-IgM	73	100
IGHV2-69	531146	IgM	data-IgM	73	100
IGHV4-NL_36	292980	IgM	data-IgM	73	100
IGHV4-144	2376086	IgM	data-IgM	73	100
IGHV4-NL_3	1132574	IgM	data-IgM	73	100
IGHV3-9	559817	IgM	data-IgM	73	100
IGHV4-NL_29	311474	IgM	data-IgM	73	100
IGHV4-NL_3	1744498	IgM	data-IgM	73	100
IGHV4-117	1362537	IgM	data-IgM	73	100
IGHV4-NL_3	1793506	IgM	data-IgM	73	100
IGHV4-NL_3	1226481	IgM	data-IgM	73	100
IGHV4-NL_4	1462491	IgM	data-IgM	73	100
IGHV4-NL_3	1131003	IgM	data-IgM	73	100
IGHV4-NL_1	682686	IgM	data-IgM	73	100
IGHV4-NL_10	510714	IgM	data-IgM	73	100
IGHV3-NL_17	944534	IgM	data-IgM	73	100
IGHV4-149	778461	IgM	data-IgM	73	100
IGHV2-69	567615	IgM	data-IgM	73	100
IGHV4-NL_22	702121	IgM	data-IgM	73	100
IGHV4-NL_4	1676228	IgM	data-IgM	73	100
IGHV2-69	2083945	IgM	data-IgM	73	100
IGHV4-NL_12	1441538	IgM	data-IgM	73	100
IGHV3-NL_17	1139775	IgM	data-IgM	73	100
IGHV4-149	876739	IgM	data-IgM	73	100
IGHV3-9	349575	IgM	data-IgM	73	100
IGHV4-NL_3	1002961	IgM	data-IgM	73	100
IGHV4-149	1350801	IgM	data-IgM	73	100
IGHV4-149	1748153	IgM	data-IgM	73	100
IGHV4-NL_4	1169294	IgM	data-IgM	73	100
IGHV3-152	627917	IgM	data-IgM	73	100
IGHV3-177	154535	IgM	data-IgM	73	100
IGHV4-NL_12	1840628	IgM	data-IgM	73	100
IGHV3-177	872128	IgM	data-IgM	73	100
IGHV3-88	1686020	IgM	data-IgM	73	100
IGHV4-144	81417	IgM	data-IgM	73	100
IGHV3-88	1485925	IgM	data-IgM	73	100
IGHV4-NL_29	2150998	IgM	data-IgM	73	100
IGHV4-NL_21	1808792	IgM	data-IgM	73	100
IGHV3-52	1859277	IgM	data-IgM	73	100
IGHV4-NL_21	1753472	IgM	data-IgM	73	100
IGHV4-117	1362535	IgM	data-IgM	73	100
IGHV4-149	1351142	IgM	data-IgM	73	100
IGHV3-88	772451	IgM	data-IgM	73	100
IGHV4-NL_28	1522911	IgM	data-IgM	73	100
IGHV3-NL_11	767731	IgM	data-IgM	73	100
IGHV4-NL_4	1516825	IgM	data-IgM	73	100
IGHV1-138	2355937	IgM	data-IgM	73	100
IGHV4-NL_3	718007	IgM	data-IgM	73	100
IGHV3-9	36871	IgM	data-IgM	73	100
IGHV4-NL_1	614988	IgM	data-IgM	73	100
IGHV3-52	1288477	IgM	data-IgM	73	100
IGHV3-122	2110129	IgM	data-IgM	73	100
IGHV3-88	2238809	IgM	data-IgM	73	100
IGHV4-117	648328	IgM	data-IgM	73	100
IGHV4-NL_28	1253956	IgM	data-IgM	73	100
IGHV4-NL_4	1676003	IgM	data-IgM	73	100
IGHV3-NL_17	304791	IgM	data-IgM	74	100
IGHV4-NL_3	1514636	IgM	data-IgM	74	100
IGHV4-NL_4	251422	IgM	data-IgM	74	100
IGHV4-NL_3	1734869	IgM	data-IgM	74	100
IGHV4-NL_3	1238365	IgM	data-IgM	74	100
IGHV4-NL_4	1169306	IgM	data-IgM	74	100
IGHV4-NL_16	1688826	IgM	data-IgM	74	100
IGHV4-NL_3	1152306	IgM	data-IgM	74	100
IGHV3-128	1899951	IgM	data-IgM	74	100
IGHV4-NL_1	2199175	IgM	data-IgM	74	100
IGHV3-NL_17	973762	IgM	data-IgM	74	100
IGHV4-NL_16	930831	IgM	data-IgM	74	100
IGHV3-187	602865	IgM	data-IgM	74	100
IGHV3-88	451169	IgM	data-IgM	74	100
IGHV2-69	567615	IgM	data-IgM	74	100
IGHV4-NL_27	2058615	IgM	data-IgM	74	100
IGHV4-NL_3	2003502	IgM	data-IgM	74	100
IGHV3-NL_19	367790	IgM	data-IgM	74	100
IGHV4-NL_28	1253956	IgM	data-IgM	74	100
IGHV4-144	2392184	IgM	data-IgM	74	100
IGHV4-NL_10	1215519	IgM	data-IgM	74	100
IGHV4-NL_21	2035442	IgM	data-IgM	74	100
IGHV3-88	1485925	IgM	data-IgM	74	100
IGHV3-NL_10	1465245	IgM	data-IgM	74	100
IGHV4-NL_4	251627	IgM	data-IgM	74	100
IGHV4-NL_3	1793484	IgM	data-IgM	74	100
IGHV4-NL_4	1516825	IgM	data-IgM	74	100
IGHV4-NL_16	300076	IgM	data-IgM	74	100
IGHV4-NL_25	982897	IgM	data-IgM	74	100
IGHV4-149	514316	IgM	data-IgM	74	100
IGHV4-NL_21	1506538	IgM	data-IgM	74	100
IGHV4-149	1748153	IgM	data-IgM	74	100
IGHV3-NL_10	1286945	IgM	data-IgM	74	100
IGHV4-NL_4	1937280	IgM	data-IgM	74	100
IGHV4-NL_27	770814	IgM	data-IgM	74	100
IGHV3-177	154535	IgM	data-IgM	74	100
IGHV3-NL_17	2239961	IgM	data-IgM	74	100
IGHV4-149	1443243	IgM	data-IgM	74	100
IGHV4-149	337137	IgM	data-IgM	74	100
IGHV3-88	1938312	IgM	data-IgM	74	100
IGHV4-NL_3	736755	IgM	data-IgM	74	100
IGHV4-NL_10	1689548	IgM	data-IgM	74	100
IGHV4-NL_1	1122573	IgM	data-IgM	74	100
IGHV3-50	2247123	IgM	data-IgM	74	100
IGHV4-NL_10	1229689	IgM	data-IgM	74	100
IGHV4-93	210291	IgM	data-IgM	74	100
IGHV1-138	924048	IgM	data-IgM	74	100
IGHV4-NL_3	1841533	IgM	data-IgM	74	100
IGHV4-NL_36	2258114	IgM	data-IgM	74	100
IGHV3-9	349598	IgM	data-IgM	74	100
IGHV1-138	70241	IgM	data-IgM	74	100
IGHV4-NL_21	2265443	IgM	data-IgM	74	100
IGHV4-NL_25	1487456	IgM	data-IgM	74	100
IGHV4-NL_29	2150998	IgM	data-IgM	74	100
IGHV4-NL_33	1394186	IgM	data-IgM	74	100
IGHV2-69	1149218	IgM	data-IgM	74	100
IGHV2-118	1240252	IgM	data-IgM	74	100
IGHV3-NL_17	678649	IgM	data-IgM	74	100
IGHV4-NL_10	1604607	IgM	data-IgM	74	100
IGHV4-NL_3	1131003	IgM	data-IgM	74	100
IGHV3-50	1164826	IgM	data-IgM	74	100
IGHV4-NL_3	1621004	IgM	data-IgM	74	100
IGHV3-152	129430	IgM	data-IgM	74	100
IGHV4-NL_3	1002961	IgM	data-IgM	74	100
IGHV4-NL_16	643092	IgM	data-IgM	74	100
IGHV4-NL_3	546865	IgM	data-IgM	74	100
IGHV4-NL_4	1676228	IgM	data-IgM	74	100
IGHV4-NL_3	1841563	IgM	data-IgM	74	100
IGHV3-50	1218233	IgM	data-IgM	74	100
IGHV4-NL_1	774491	IgM	data-IgM	74	100
IGHV4-144	1668157	IgM	data-IgM	74	100
IGHV4-NL_37	475426	IgM	data-IgM	74	100
IGHV1-138	1496763	IgM	data-IgM	74	100
IGHV3-187	1066359	IgM	data-IgM	74	100
IGHV3-NL_19	35803	IgM	data-IgM	74	100
IGHV4-NL_29	2249403	IgM	data-IgM	74	100
IGHV4-149	1123767	IgM	data-IgM	74	100
IGHV3-88	959584	IgM	data-IgM	74	100
IGHV4-NL_28	77371	IgM	data-IgM	74	100
IGHV4-NL_3	1793345	IgM	data-IgM	74	100
IGHV4-NL_12	2182821	IgM	data-IgM	74	100
IGHV4-NL_3	388932	IgM	data-IgM	74	100
IGHV4-NL_3	1130157	IgM	data-IgM	74	100
IGHV3-103	2098880	IgM	data-IgM	74	100
IGHV4-NL_4	662853	IgM	data-IgM	74	100
IGHV4-NL_16	930839	IgM	data-IgM	74	100
IGHV4-NL_3	718007	IgM	data-IgM	74	100
IGHV4-149	1351140	IgM	data-IgM	74	100
IGHV4-NL_22	2036692	IgM	data-IgM	74	100
IGHV4-NL_10	521958	IgM	data-IgM	74	100
IGHV3-122	1280636	IgM	data-IgM	74	100
IGHV4-NL_27	1678728	IgM	data-IgM	74	100
IGHV4-144	1834145	IgM	data-IgM	74	100
IGHV4-NL_13	1477165	IgM	data-IgM	74	100
IGHV2-69	2083945	IgM	data-IgM	74	100
IGHV4-149	1961622	IgM	data-IgM	74	100
IGHV4-NL_4	1586097	IgM	data-IgM	74	100
IGHV3-NL_9	908954	IgM	data-IgM	74	100
IGHV4-NL_21	1421450	IgM	data-IgM	74	100
IGHV4-93	958542	IgM	data-IgM	74	100
IGHV4-NL_4	1762456	IgM	data-IgM	75	100
IGHV4-NL_28	1224664	IgM	data-IgM	75	100
IGHV3-NL_9	363751	IgM	data-IgM	75	100
IGHV4-NL_4	1785936	IgM	data-IgM	75	100
IGHV4-NL_3	790364	IgM	data-IgM	75	100
IGHV4-NL_3	1513994	IgM	data-IgM	75	100
IGHV4-93	207190	IgM	data-IgM	75	100
IGHV4-NL_33	2302292	IgM	data-IgM	75	100
IGHV3-187	1416490	IgM	data-IgM	75	100
IGHV4-NL_28	708945	IgM	data-IgM	75	100
IGHV4-NL_9	2082623	IgM	data-IgM	75	100
IGHV4-NL_12	1642886	IgM	data-IgM	75	100
IGHV6-1	857108	IgM	data-IgM	75	100
IGHV3-NL_10	201386	IgM	data-IgM	75	100
IGHV4-149	2052856	IgM	data-IgM	75	100
IGHV4-149	896468	IgM	data-IgM	75	100
IGHV4-NL_3	54782	IgM	data-IgM	75	100
IGHV4-NL_21	1808734	IgM	data-IgM	75	100
IGHV4-NL_13	2441392	IgM	data-IgM	75	100
IGHV4-NL_28	1224405	IgM	data-IgM	75	100
IGHV4-NL_10	510714	IgM	data-IgM	75	100
IGHV3-50	63563	IgM	data-IgM	75	100
IGHV4-NL_6	259597	IgM	data-IgM	75	100
IGHV4-93	2254764	IgM	data-IgM	75	100
IGHV4-NL_22	610285	IgM	data-IgM	75	100
IGHV3-177	754340	IgM	data-IgM	75	100
IGHV4-NL_10	750681	IgM	data-IgM	75	100
IGHV3-88	449868	IgM	data-IgM	75	100
IGHV3-NL_17	1139775	IgM	data-IgM	75	100
IGHV4-NL_12	1387527	IgM	data-IgM	75	100
IGHV4-149	2236812	IgM	data-IgM	75	100
IGHV4-93	2181094	IgM	data-IgM	75	100
IGHV4-NL_27	1358154	IgM	data-IgM	75	100
IGHV4-NL_29	1751355	IgM	data-IgM	75	100
IGHV4-144	387889	IgM	data-IgM	75	100
IGHV4-149	87409	IgM	data-IgM	75	100
IGHV3-88	1938312	IgM	data-IgM	75	100
IGHV3-NL_17	1971779	IgM	data-IgM	75	100
IGHV2-69	2334167	IgM	data-IgM	75	100
IGHV4-NL_10	1930940	IgM	data-IgM	75	100
IGHV4-NL_21	999564	IgM	data-IgM	75	100
IGHV4-149	876718	IgM	data-IgM	75	100
IGHV4-NL_4	1516826	IgM	data-IgM	75	100
IGHV4-NL_5	1299231	IgM	data-IgM	75	100
IGHV4-NL_3	1514636	IgM	data-IgM	75	100
IGHV4-NL_13	2409908	IgM	data-IgM	75	100
IGHV4-NL_16	1688826	IgM	data-IgM	75	100
IGHV4-NL_10	569327	IgM	data-IgM	75	100
IGHV4-NL_12	676617	IgM	data-IgM	75	100
IGHV4-NL_3	1112275	IgM	data-IgM	75	100
IGHV4-NL_10	1229688	IgM	data-IgM	75	100
IGHV1-138	1799694	IgM	data-IgM	75	100
IGHV4-149	876739	IgM	data-IgM	75	100
IGHV4-NL_10	260702	IgM	data-IgM	75	100
IGHV4-NL_36	535473	IgM	data-IgM	75	100
IGHV4-NL_3	718002	IgM	data-IgM	75	100
IGHV4-NL_16	1837975	IgM	data-IgM	75	100
IGHV4-NL_29	311245	IgM	data-IgM	75	100
IGHV1-138	1957109	IgM	data-IgM	75	100
IGHV3-177	872128	IgM	data-IgM	75	100
IGHV4-149	592003	IgM	data-IgM	75	100
IGHV4-NL_28	77371	IgM	data-IgM	75	100
IGHV3-NL_1	27167	IgM	data-IgM	75	100
IGHV3-177	2294126	IgM	data-IgM	75	100
IGHV4-NL_21	1035342	IgM	data-IgM	75	100
IGHV4-149	337137	IgM	data-IgM	75	100
IGHV4-NL_3	921046	IgM	data-IgM	75	100
IGHV4-NL_12	957812	IgM	data-IgM	75	100
IGHV4-NL_4	251627	IgM	data-IgM	75	100
IGHV3-9	349598	IgM	data-IgM	75	100
IGHV1-138	1256123	IgM	data-IgM	75	100
IGHV4-NL_3	1841563	IgM	data-IgM	75	100
IGHV4-NL_13	1823885	IgM	data-IgM	75	100
IGHV4-NL_22	702121	IgM	data-IgM	75	100
IGHV4-NL_1	682687	IgM	data-IgM	75	100
IGHV4-NL_10	1229689	IgM	data-IgM	75	100
IGHV4-NL_22	2180468	IgM	data-IgM	75	100
IGHV4-NL_10	1903844	IgM	data-IgM	75	100
IGHV4-NL_33	2131719	IgM	data-IgM	75	100
IGHV3-NL_10	1465245	IgM	data-IgM	75	100
IGHV4-NL_10	1077130	IgM	data-IgM	75	100
IGHV4-144	2120342	IgM	data-IgM	75	100
IGHV4-117	1084814	IgM	data-IgM	75	100
IGHV3-NL_18	526	IgM	data-IgM	75	100
IGHV4-144	1931847	IgM	data-IgM	75	100
IGHV4-NL_10	968028	IgM	data-IgM	75	100
